sender,receiver,dist
@EducationLib,@lmlibrarian,1
@EducationLib,@hannaschmillen,1
@EducationLib,@leapyrlibrarian,1
@HannaSchmillen,@lmlibrarian,2
@HannaSchmillen,@hannaschmillen,1
@HannaSchmillen,@leapyrlibrarian,1
@LeapYrLibrarian,@lmlibrarian,1
@LeapYrLibrarian,@hannaschmillen,1
@LeapYrLibrarian,@leapyrlibrarian,1
@LMLibrarian,@leapyrlibrarian,1
@angspenc,@nejmlibhub,1
@LMLibrarian,@wonderbrarian,1
@vandervolgen,@ehslibrary,1
@wonderbrarian,@sochapmla,2
@margotmal,@bobbinewman,1
@gabinator,@hurstej,1
@JamesEd87,@openathens,1
@angspenc,@wonderbrarian,1
@ccuchens,@educationlib,2
@Basia_Delawska,@openpeonie,1
@lealibrarian,@nnlmmar,1
@Covidence,@covidence,1
@angspenc,@openpeonie,1
@LibGirl09,@sarahclarke138,1
@doujouDC,@sarahclarke138,1
@NNLMSEA,@nnlmmar,1
@nlm_news,@nnlmmar,1
@nnlmmcr,@nnlmmar,1
@FinnBalrForeve1,@sarahclarke138,1
@FinnBalrForeve1,@tonyn411,1
@FinnBalrForeve1,@nlm_news,1
@NNLM_RD3,@sarahclarke138,1
@akaur0,@rutgerscomminfo,1
@nmdcc1373,@readkev,1
@NNLMDOCLINE,@tonyn411,1
@NNLMDOCLINE,@nlm_news,1
@angspenc,@tonyn411,1
@cnorton_infopro,@sarahclarke138,1
@KR_Barker,@tonyn411,1
@KR_Barker,@nlm_news,1
@TonyN411,@nlm_news,1
@FinnBalrForeve1,@basia_delawska,1
@mbbassdrlib,@lulu_219,1
@LuLu_219,@123pow,1
@ml_shawn,@emoreton47,1
@MDPhDApp,@medlibassn,1
@tcshields,@nixlib,1
@ml_shawn,@basia_delawska,1
@limarefque,@hbrarian,1
